企業名,企業URL
三国商事株式会社,http://mikuni-energy.co.jp/
大同衣料株式会社,http://www.daidoiryo.co.jp/mainpage.php?pt=1&pa=cptop&ca=0
積進工業株式会社,http://www.sekisin.co.jp/
株式会社シグマソリューションズ,http://www.sigma-sol.co.jp/index.html
ＡＬＳＯＫ秋田管財株式会社,https://akita.alsok.co.jp/associated/
株式会社おばこライフサービス,http://obako-life.co.jp/index.html
株式会社角館芝浦電子,http://www.k-shibaura.co.jp/
ダイワ工業株式会社,http://www.daiwa-kougyo.co.jp/
羽後日産モーター株式会社,https://nm-ugo.nissan-dealer.jp/
秋田日産自動車株式会社,https://ni-akita.nissan-dealer.jp/
日産プリンス秋田販売株式会社,https://np-akita.nissan-dealer.jp/store/015/index.html
株式会社タニタ秋田,http://www.tanita.co.jp/company/domestic.html
株式会社かんきょう,http://www.kankyonet.co.jp/index.html
秋田精工株式会社,http://www.akitaseiko.co.jp/
北光金属工業株式会社,https://www.hokkoo.co.jp/
株式会社東北機械製作所,http://www.tmw.co.jp/index.html
丸大機工株式会社,http://www.marudaikiko.co.jp/
小林工業株式会社,http://www.kobayashi-akita.co.jp/
秋田トヨペット株式会社,https://www.akita-toyopet.co.jp/
秋田トヨタ自動車株式会社,https://www.akita-toyota.co.jp/
三菱マテリアル電子化成株式会社,http://www.mmc-ec.co.jp/
光ガラス株式会社,https://www.hikari-g.co.jp/
株式会社国際パトロール,http://www.kokupato.jp/index.html
株式会社サノ・ファーマシー,http://www.sano-ph.co.jp/
ＤＯＷＡセミコンダクター秋田株式会社,https://www.dowa.co.jp/jp/about_dowa/group/electronics.html
株式会社モリタ,http://www.bag-morita.com/
トヨタカローラ秋田株式会社,https://corolla-akita.jp/
ネッツトヨタ秋田株式会社,http://www.netz-akita.co.jp
ＡＬＳＯＫ秋田株式会社,https://akita.alsok.co.jp/
株式会社きららホールディングス,http://kirara-tp.co.jp/
株式会社八永南部家敷,http://www.nanbuyashiki.co.jp/index.html
株式会社東北フジクラ,http://www.tf.fujikura.jp
横手精工株式会社,https://yuri-hd.co.jp/ypi/
株式会社ドジャース商事,http://www.dodgers.co.jp/index.html
小林テック 株式会社,http://www.yashima-k.info/
株式会社山二,http://www.yamani-grp.com/
株式会社バザール,http://www.akita-bazaar.co.jp/index.html
秋田ダイハツ販売株式会社,http://akitadaihatsu.co.jp/
株式会社五洋電子,http://www.hitachi-kokusai.co.jp/goyo/index.html
雄勝セラミックス株式会社,http://www.ock.co.jp/index.html
ＪＵＫＩ産機テクノロジー株式会社,https://www.jdkc.co.jp/
ＹＵＲＩホールディングス株式会社,https://yuri-hd.co.jp/
株式会社マルエーうちや,https://www.maruei-uchiya.com/
株式会社ドリームリンク,http://dreamlink.co.jp/
秋田エプソン株式会社,https://www.epson.jp/company/akitaepson/
株式会社秋田新電元,http://www.akitashindengen.co.jp/index.html
由利工業株式会社,http://www.yurikogyo.co.jp/
株式会社伊徳,http://www.itoku.co.jp/
株式会社Ｗｉｓｔｅｒｉａ,http://www.syokupan-tohka.com/
有限会社藤綿,https://www.fujimen-akita.com/
飯島透析クリニック,https://www.iijima-dialysis-clinic.jp/
医療法人　純孝会　ささき脳神経外科・内科クリニック,http://www.sasaki-nic.com/
クローバーデンタル歯科医院,https://www.cloverdental.com/
医療法人仁政会,http://www.sugiyama-hp.com/
